"Collar","Sample ID","Geol_From","Geol_To","Thickness","Chk","Comments","Lab","Dispatch_ID","Lab_Certificate","Dispatch_Date","Drill_Sample_Type","Sample_Mass","Sampler","Samp_Date","RecvdWt_kg_WEI-21"
"EVE-20-05","779736","30.7","31.8","1.1","0","","ALS","EVE2005_Batch_018","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","3.965","Aristeo.Nuñez","17/03/2020","3.97"
"EVE-20-05","779737","31.8","33.3","1.5","0","","ALS","EVE2005_Batch_018","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.26","Aristeo.Nuñez","17/03/2020","4.27"
"EVE-20-05","779740","33.3","34.1","0.8","0","","ALS","EVE2005_Batch_018","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","2.39","Aristeo.Nuñez","17/03/2020","2.40"
"EVE-20-05","779741","34.1","35.1","1","0","","ALS","EVE2005_Batch_018","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","3.675","Aristeo.Nuñez","17/03/2020","3.69"
"EVE-20-05","779742","35.1","36.45","1.35","0","","ALS","EVE2005_Batch_018","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.07","Aristeo.Nuñez","17/03/2020","5.09"
"EVE-20-05","779743","36.45","37.95","1.5","0","","ALS","EVE2005_Batch_018","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.13","Aristeo.Nuñez","17/03/2020","5.13"
"EVE-20-05","779744","37.95","39.45","1.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.415","Aristeo.Nuñez","17/03/2020","5.41"
"EVE-20-05","779745","39.45","40.95","1.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.22","Aristeo.Nuñez","17/03/2020","5.21"
"EVE-20-05","779746","40.95","42.45","1.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.53","Aristeo.Nuñez","17/03/2020","5.52"
"EVE-20-05","779747","42.45","43.95","1.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.13","Aristeo.Nuñez","17/03/2020","5.12"
"EVE-20-05","779748","43.95","45.45","1.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.92","Aristeo.Nuñez","17/03/2020","5.92"
"EVE-20-05","779750","45.45","46.95","1.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.86","Aristeo.Nuñez","17/03/2020","4.86"
"EVE-20-05","779751","46.95","48.45","1.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.275","Aristeo.Nuñez","17/03/2020","5.28"
"EVE-20-05","779752","48.45","49.95","1.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.895","Aristeo.Nuñez","17/03/2020","5.90"
"EVE-20-05","779753","49.95","51.45","1.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.035","Aristeo.Nuñez","17/03/2020","4.04"
"EVE-20-05","779754","51.45","52.95","1.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.255","Aristeo.Nuñez","17/03/2020","5.25"
"EVE-20-05","779755","52.95","54.45","1.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.78","Aristeo.Nuñez","17/03/2020","4.79"
"EVE-20-05","779756","54.45","55.95","1.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.11","Aristeo.Nuñez","17/03/2020","5.11"
"EVE-20-05","779757","55.95","57.45","1.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.29","Aristeo.Nuñez","17/03/2020","4.29"
"EVE-20-05","779758","57.45","58.95","1.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.79","Aristeo.Nuñez","17/03/2020","4.79"
"EVE-20-05","779759","58.95","60.05","1.1","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.095","Aristeo.Nuñez","17/03/2020","4.05"
"EVE-20-05","779760","60.05","61.2","1.15","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","3.685","Aristeo.Nuñez","17/03/2020","3.69"
"EVE-20-05","779761","61.2","61.95","0.75","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","3.435","Aristeo.Nuñez","17/03/2020","3.44"
"EVE-20-05","779764","61.95","62.45","0.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.28","Aristeo.Nuñez","17/03/2020","6.31"
"EVE-20-05","779765","62.45","64.95","2.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.525","Aristeo.Nuñez","17/03/2020","5.55"
"EVE-20-05","779766","64.95","66.45","1.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.64","Aristeo.Nuñez","17/03/2020","4.65"
"EVE-20-05","779767","66.45","67.95","1.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.775","Aristeo.Nuñez","17/03/2020","4.79"
"EVE-20-05","779768","67.95","69.45","1.5","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.195","Aristeo.Nuñez","17/03/2020","5.20"
"EVE-20-05","779769","69.45","70.45","1","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","3.53","Aristeo.Nuñez","17/03/2020","3.56"
"EVE-20-05","779770","70.45","71.25","0.8","0","","ALS","EVE2005_Batch_019","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","2.485","Aristeo.Nuñez","17/03/2020","2.49"
"EVE-20-05","779772","71.25","72.75","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.855","Aristeo.Nuñez","17/03/2020","5.86"
"EVE-20-05","779773","72.75","74.25","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.605","Aristeo.Nuñez","17/03/2020","5.65"
"EVE-20-05","779774","74.25","75.75","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.405","Aristeo.Nuñez","17/03/2020","4.41"
"EVE-20-05","779775","75.75","76.95","1.2","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","3.625","Aristeo.Nuñez","17/03/2020","3.64"
"EVE-20-05","779776","76.95","78.45","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.985","Aristeo.Nuñez","17/03/2020","4.98"
"EVE-20-05","779777","78.45","79.95","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.15","Aristeo.Nuñez","17/03/2020","5.15"
"EVE-20-05","779778","79.95","81.45","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.07","Aristeo.Nuñez","17/03/2020","5.07"
"EVE-20-05","779779","81.45","82.95","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.625","Aristeo.Nuñez","17/03/2020","4.63"
"EVE-20-05","779780","82.95","84.45","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.18","Aristeo.Nuñez","17/03/2020","5.20"
"EVE-20-05","779782","84.45","85.95","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.68","Aristeo.Nuñez","17/03/2020","4.69"
"EVE-20-05","779783","85.95","87.45","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.59","Aristeo.Nuñez","17/03/2020","4.59"
"EVE-20-05","779784","87.45","88.95","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.21","Aristeo.Nuñez","17/03/2020","4.22"
"EVE-20-05","779785","88.95","90.45","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.615","Aristeo.Nuñez","17/03/2020","5.61"
"EVE-20-05","779786","90.45","91.95","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.24","Aristeo.Nuñez","17/03/2020","5.25"
"EVE-20-05","779787","91.95","93.45","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.875","Aristeo.Nuñez","17/03/2020","5.89"
"EVE-20-05","779788","93.45","94.95","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.975","Aristeo.Nuñez","17/03/2020","7.00"
"EVE-20-05","779789","94.95","96.45","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","7.44","Aristeo.Nuñez","17/03/2020","7.46"
"EVE-20-05","779791","96.45","97.95","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.035","Aristeo.Nuñez","17/03/2020","6.04"
"EVE-20-05","779792","97.95","99.45","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.51","Aristeo.Nuñez","18/03/2020","6.53"
"EVE-20-05","779793","99.45","100.95","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.985","Aristeo.Nuñez","18/03/2020","5.00"
"EVE-20-05","779794","100.95","102.45","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.495","Aristeo.Nuñez","18/03/2020","6.51"
"EVE-20-05","779795","102.45","103.95","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.68","Aristeo.Nuñez","18/03/2020","4.69"
"EVE-20-05","779796","103.95","105.45","1.5","0","","ALS","EVE2005_Batch_020","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.81","Aristeo.Nuñez","18/03/2020","5.81"
"EVE-20-05","779797","105.45","106.95","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.865","Aristeo.Nuñez","18/03/2020","5.87"
"EVE-20-05","779798","106.95","108.45","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.43","Aristeo.Nuñez","18/03/2020","6.46"
"EVE-20-05","779799","108.45","109.95","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.735","Aristeo.Nuñez","18/03/2020","6.72"
"EVE-20-05","779800","109.95","110.95","1","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","3.175","Aristeo.Nuñez","18/03/2020","3.18"
"EVE-20-05","779801","110.95","111.95","1","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","3.37","Aristeo.Nuñez","18/03/2020","3.37"
"EVE-20-05","779802","111.95","112.95","1","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.575","Aristeo.Nuñez","18/03/2020","4.58"
"EVE-20-05","779805","112.95","114.45","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.89","Aristeo.Nuñez","18/03/2020","6.92"
"EVE-20-05","779806","114.45","115.95","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.615","Aristeo.Nuñez","18/03/2020","6.64"
"EVE-20-05","779807","115.95","117.45","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.995","Aristeo.Nuñez","18/03/2020","5.01"
"EVE-20-05","779808","117.45","118.95","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.765","Aristeo.Nuñez","18/03/2020","4.78"
"EVE-20-05","779809","118.95","120.45","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.145","Aristeo.Nuñez","18/03/2020","6.14"
"EVE-20-05","779810","120.45","121.95","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.91","Aristeo.Nuñez","18/03/2020","5.92"
"EVE-20-05","779811","121.95","123.45","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.245","Aristeo.Nuñez","18/03/2020","6.25"
"EVE-20-05","779812","123.45","124.95","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.475","Aristeo.Nuñez","18/03/2020","5.48"
"EVE-20-05","779814","124.95","126.45","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","7.84","Aristeo.Nuñez","18/03/2020","7.87"
"EVE-20-05","779815","126.45","127.95","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.24","Aristeo.Nuñez","18/03/2020","6.25"
"EVE-20-05","779816","127.95","129.45","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.76","Aristeo.Nuñez","18/03/2020","5.77"
"EVE-20-05","779817","129.45","130.95","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.585","Aristeo.Nuñez","18/03/2020","5.60"
"EVE-20-05","779818","130.95","132.45","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.095","Aristeo.Nuñez","18/03/2020","6.10"
"EVE-20-05","779819","132.45","133.95","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","7.115","Aristeo.Nuñez","18/03/2020","7.12"
"EVE-20-05","779820","133.95","135.45","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.005","Aristeo.Nuñez","18/03/2020","5.00"
"EVE-20-05","779821","135.45","136.95","1.5","0","","ALS","EVE2005_Batch_021","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.785","Aristeo.Nuñez","18/03/2020","4.79"
"EVE-20-05","779822","136.95","138.45","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.715","Aristeo.Nuñez","18/03/2020","5.72"
"EVE-20-05","779823","138.45","139.95","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.675","Aristeo.Nuñez","18/03/2020","5.66"
"EVE-20-05","779824","139.95","141.45","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.72","Aristeo.Nuñez","18/03/2020","5.72"
"EVE-20-05","779825","141.45","142.95","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.575","Aristeo.Nuñez","18/03/2020","5.55"
"EVE-20-05","779827","142.95","144.45","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.425","Aristeo.Nuñez","18/03/2020","6.41"
"EVE-20-05","779828","144.45","145.95","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.725","Aristeo.Nuñez","18/03/2020","5.74"
"EVE-20-05","779829","145.95","147.45","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.165","Aristeo.Nuñez","18/03/2020","6.15"
"EVE-20-05","779830","147.45","148.95","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.78","Aristeo.Nuñez","18/03/2020","5.81"
"EVE-20-05","779831","148.95","150.45","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.99","Aristeo.Nuñez","18/03/2020","5.98"
"EVE-20-05","779832","150.45","151.95","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.385","Aristeo.Nuñez","18/03/2020","6.38"
"EVE-20-05","779833","151.95","153.45","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.45","Aristeo.Nuñez","18/03/2020","5.44"
"EVE-20-05","779834","153.45","154.95","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.175","Aristeo.Nuñez","18/03/2020","6.16"
"EVE-20-05","779835","154.95","155.95","1","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.005","Aristeo.Nuñez","18/03/2020","4.01"
"EVE-20-05","779836","155.95","156.95","1","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","4.19","Aristeo.Nuñez","18/03/2020","4.19"
"EVE-20-05","779837","156.95","157.95","1","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","3.965","Aristeo.Nuñez","18/03/2020","3.96"
"EVE-20-05","779840","157.95","159.45","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.865","Aristeo.Nuñez","18/03/2020","6.85"
"EVE-20-05","779841","159.45","160.95","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.625","Aristeo.Nuñez","18/03/2020","6.61"
"EVE-20-05","779842","160.95","162.45","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","7.24","Aristeo.Nuñez","18/03/2020","7.22"
"EVE-20-05","779843","162.45","163.95","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.995","Aristeo.Nuñez","18/03/2020","5.97"
"EVE-20-05","779844","163.95","165.45","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","6.08","Aristeo.Nuñez","18/03/2020","6.07"
"EVE-20-05","779845","165.45","166.95","1.5","0","","ALS","EVE2005_Batch_022","HE20068263 - Finalized","22/03/2020","Core_HalfSawn","5.945","Aristeo.Nuñez","18/03/2020","5.93"
