"Collar","Sample ID","Geol_From","Geol_To","Thickness","Chk","Comments","Lab","Dispatch_ID","Lab_Certificate","Dispatch_Date","Drill_Sample_Type","Sample_Mass","Sampler","Samp_Date","RecvdWt_kg_WEI-21"
"EVE-20-01","779202","0","2.2","2.2","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.025","Aristeo.Nuñez","09/03/2020","3.03"
"EVE-20-01","779203","2.2","3.7","1.5","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","2.12","Aristeo.Nuñez","09/03/2020","2.12"
"EVE-20-01","779204","3.7","5.2","1.5","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","2.155","Aristeo.Nuñez","09/03/2020","2.16"
"EVE-20-01","779205","5.2","6.5","1.3","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.97","Aristeo.Nuñez","09/03/2020","3.97"
"EVE-20-01","779206","6.5","7.8","1.3","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","2.96","Aristeo.Nuñez","09/03/2020","2.96"
"EVE-20-01","779207","7.8","9.1","1.3","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.895","Aristeo.Nuñez","09/03/2020","4.90"
"EVE-20-01","779208","9.1","9.8","0.7","0.35","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","1.95","Aristeo.Nuñez","09/03/2020","1.20"
"EVE-20-01","779209","10.15","10.8","0.65","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","1.35","Aristeo.Nuñez","09/03/2020","1.35"
"EVE-20-01","779210","10.8","11.4","0.6","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","1.805","Aristeo.Nuñez","09/03/2020","1.80"
"EVE-20-01","779211","11.4","13","1.6","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.145","Aristeo.Nuñez","09/03/2020","4.14"
"EVE-20-01","779212","13","14.5","1.5","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.575","Aristeo.Nuñez","09/03/2020","3.57"
"EVE-20-01","779213","14.5","16","1.5","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.925","Aristeo.Nuñez","09/03/2020","3.93"
"EVE-20-01","779214","16","17.5","1.5","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.095","Aristeo.Nuñez","09/03/2020","4.09"
"EVE-20-01","779215","17.5","19","1.5","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_QuarterSawn","2.692","Aristeo.Nuñez","09/03/2020","2.62"
"EVE-20-01","779217","19","20.5","1.5","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.23","Aristeo.Nuñez","09/03/2020","4.22"
"EVE-20-01","779218","20.5","22","1.5","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.59","Aristeo.Nuñez","09/03/2020","4.59"
"EVE-20-01","779219","22","23.5","1.5","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.02","Aristeo.Nuñez","09/03/2020","4.02"
"EVE-20-01","779220","23.5","25.1","1.6","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.46","Aristeo.Nuñez","09/03/2020","5.45"
"EVE-20-01","779221","25.1","26.7","1.6","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.77","Aristeo.Nuñez","09/03/2020","5.76"
"EVE-20-01","779222","26.7","28.3","1.6","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.39","Aristeo.Nuñez","09/03/2020","5.40"
"EVE-20-01","779223","28.3","29.05","0.75","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","2.245","Aristeo.Nuñez","09/03/2020","2.23"
"EVE-20-01","779226","29.05","30","0.95","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","1.77","Aristeo.Nuñez","09/03/2020","1.77"
"EVE-20-01","779227","30","31.5","1.5","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.01","Aristeo.Nuñez","09/03/2020","3.02"
"EVE-20-01","779228","31.5","32.55","1.05","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","2.53","Aristeo.Nuñez","09/03/2020","2.53"
"EVE-20-01","779229","32.55","33.35","0.8","0","","ALS","EVE2001_Batch_001","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","2.245","Aristeo.Nuñez","09/03/2020","2.25"
"EVE-20-01","779231","33.35","35","1.65","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","6.16","Aristeo.Nuñez","09/03/2020","6.16"
"EVE-20-01","779232","35","36.5","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.425","Aristeo.Nuñez","09/03/2020","5.43"
"EVE-20-01","779233","36.5","38","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.575","Aristeo.Nuñez","09/03/2020","4.58"
"EVE-20-01","779234","38","39.5","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.39","Aristeo.Nuñez","09/03/2020","5.39"
"EVE-20-01","779235","39.5","40.5","1","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","2.35","Aristeo.Nuñez","09/03/2020","2.35"
"EVE-20-01","779236","40.5","41.2","0.7","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","2.275","Aristeo.Nuñez","09/03/2020","2.27"
"EVE-20-01","779238","41.2","42.7","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.05","Aristeo.Nuñez","09/03/2020","3.04"
"EVE-20-01","779239","42.7","44.2","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.805","Aristeo.Nuñez","09/03/2020","3.80"
"EVE-20-01","779240","44.2","45.7","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.96","Aristeo.Nuñez","09/03/2020","3.95"
"EVE-20-01","779241","45.7","47.2","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.67","Aristeo.Nuñez","09/03/2020","3.66"
"EVE-20-01","779242","47.2","48.7","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.61","Aristeo.Nuñez","09/03/2020","3.61"
"EVE-20-01","779243","48.7","50.2","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","6.025","Aristeo.Nuñez","09/03/2020","6.06"
"EVE-20-01","779244","50.2","51.7","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.95","Aristeo.Nuñez","09/03/2020","4.96"
"EVE-20-01","779246","51.7","53.2","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.915","Aristeo.Nuñez","09/03/2020","4.91"
"EVE-20-01","779247","53.2","54.7","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.74","Aristeo.Nuñez","09/03/2020","4.75"
"EVE-20-01","779248","54.7","56.2","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.615","Aristeo.Nuñez","09/03/2020","3.62"
"EVE-20-01","779249","56.2","57.7","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_QuarterSawn","2.84","Aristeo.Nuñez","09/03/2020","2.83"
"EVE-20-01","779251","57.7","59.2","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.31","Aristeo.Nuñez","09/03/2020","5.31"
"EVE-20-01","779252","59.2","60.7","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.325","Aristeo.Nuñez","09/03/2020","5.33"
"EVE-20-01","779253","60.7","62.2","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.615","Aristeo.Nuñez","09/03/2020","3.61"
"EVE-20-01","779254","62.2","63.7","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.995","Aristeo.Nuñez","09/03/2020","3.99"
"EVE-20-01","779255","63.7","65.2","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.26","Aristeo.Nuñez","09/03/2020","3.26"
"EVE-20-01","779256","65.2","66.7","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.75","Aristeo.Nuñez","09/03/2020","5.73"
"EVE-20-01","779257","66.7","68.2","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.08","Aristeo.Nuñez","09/03/2020","4.09"
"EVE-20-01","779259","68.2","69.7","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.025","Aristeo.Nuñez","09/03/2020","5.02"
"EVE-20-01","779260","69.7","71.2","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.42","Aristeo.Nuñez","10/03/2020","5.42"
"EVE-20-01","779261","71.2","72.7","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.49","Aristeo.Nuñez","10/03/2020","4.49"
"EVE-20-01","779262","72.7","74.2","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.68","Aristeo.Nuñez","10/03/2020","4.67"
"EVE-20-01","779264","74.2","75.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.68","Aristeo.Nuñez","10/03/2020","4.67"
"EVE-20-01","779265","75.7","77.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.88","Aristeo.Nuñez","10/03/2020","3.88"
"EVE-20-01","779266","77.2","78.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.015","Aristeo.Nuñez","10/03/2020","5.01"
"EVE-20-01","779267","78.7","80.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.51","Aristeo.Nuñez","10/03/2020","4.50"
"EVE-20-01","779268","80.2","81.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.275","Aristeo.Nuñez","10/03/2020","4.27"
"EVE-20-01","779269","81.7","83.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.685","Aristeo.Nuñez","10/03/2020","3.68"
"EVE-20-01","779270","83.2","84.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.6","Aristeo.Nuñez","10/03/2020","5.60"
"EVE-20-01","779271","84.7","86.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.78","Aristeo.Nuñez","10/03/2020","3.79"
"EVE-20-01","779272","86.2","87.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","6.75","Aristeo.Nuñez","10/03/2020","6.75"
"EVE-20-01","779273","87.7","89.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.26","Aristeo.Nuñez","10/03/2020","4.27"
"EVE-20-01","779274","89.2","90.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.09","Aristeo.Nuñez","10/03/2020","5.09"
"EVE-20-01","779276","90.7","92.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.2","Aristeo.Nuñez","10/03/2020","5.22"
"EVE-20-01","779277","92.2","93.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.31","Aristeo.Nuñez","10/03/2020","5.32"
"EVE-20-01","779278","93.7","95.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.545","Aristeo.Nuñez","10/03/2020","5.55"
"EVE-20-01","779279","95.2","96.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.41","Aristeo.Nuñez","10/03/2020","5.40"
"EVE-20-01","779280","96.7","98.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.585","Aristeo.Nuñez","10/03/2020","5.57"
"EVE-20-01","779281","98.2","99.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.25","Aristeo.Nuñez","10/03/2020","5.25"
"EVE-20-01","779282","99.7","101.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.04","Aristeo.Nuñez","10/03/2020","5.04"
"EVE-20-01","779283","101.2","102.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.055","Aristeo.Nuñez","10/03/2020","5.06"
"EVE-20-01","779285","102.7","104.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.85","Aristeo.Nuñez","10/03/2020","5.85"
"EVE-20-01","779286","104.2","105.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.15","Aristeo.Nuñez","10/03/2020","5.16"
"EVE-20-01","779287","105.7","107.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.605","Aristeo.Nuñez","10/03/2020","4.61"
"EVE-20-01","779288","107.2","108.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.59","Aristeo.Nuñez","10/03/2020","4.60"
"EVE-20-01","779289","108.7","110.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.205","Aristeo.Nuñez","10/03/2020","5.22"
"EVE-20-01","779290","110.2","111.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_QuarterSawn","2.88","Aristeo.Nuñez","10/03/2020","2.87"
"EVE-20-01","779292","111.7","113.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","6.02","Aristeo.Nuñez","10/03/2020","6.01"
"EVE-20-01","779293","113.2","114.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.085","Aristeo.Nuñez","10/03/2020","5.08"
"EVE-20-01","779294","114.7","116.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.145","Aristeo.Nuñez","10/03/2020","5.14"
"EVE-20-01","779295","116.2","117.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","0","Aristeo.Nuñez","10/03/2020","4.61"
"EVE-20-01","779296","117.7","119.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","0","Aristeo.Nuñez","10/03/2020","4.27"
"EVE-20-01","779297","119.2","120.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.94","Aristeo.Nuñez","10/03/2020","4.91"
"EVE-20-01","779300","120.7","122.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.945","Aristeo.Nuñez","10/03/2020","4.95"
"EVE-20-01","779301","122.2","123.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.025","Aristeo.Nuñez","10/03/2020","5.04"
"EVE-20-01","779302","123.7","125.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.61","Aristeo.Nuñez","10/03/2020","5.62"
"EVE-20-01","779303","125.2","126.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.79","Aristeo.Nuñez","10/03/2020","4.79"
"EVE-20-01","779304","126.7","128.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.82","Aristeo.Nuñez","10/03/2020","4.83"
"EVE-20-01","779305","128.2","129.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.98","Aristeo.Nuñez","10/03/2020","6.01"
"EVE-20-01","779306","129.7","131.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.93","Aristeo.Nuñez","10/03/2020","4.94"
"EVE-20-01","779307","131.2","132.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.62","Aristeo.Nuñez","10/03/2020","5.62"
"EVE-20-01","779309","132.7","134.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.27","Aristeo.Nuñez","10/03/2020","4.27"
"EVE-20-01","779310","134.2","135.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.175","Aristeo.Nuñez","10/03/2020","5.17"
"EVE-20-01","779311","135.7","137.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.925","Aristeo.Nuñez","10/03/2020","4.92"
"EVE-20-01","779312","137.2","138.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_QuarterSawn","2.57","Aristeo.Nuñez","10/03/2020","2.57"
"EVE-20-01","779314","138.7","140.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.655","Aristeo.Nuñez","10/03/2020","5.65"
"EVE-20-01","779315","140.2","141.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.78","Aristeo.Nuñez","10/03/2020","5.79"
"EVE-20-01","779316","141.7","143.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","6.15","Aristeo.Nuñez","10/03/2020","6.15"
"EVE-20-01","779317","143.2","144.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.25","Aristeo.Nuñez","10/03/2020","5.25"
"EVE-20-01","779318","144.7","146.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.865","Aristeo.Nuñez","10/03/2020","5.86"
"EVE-20-01","779320","146.2","147.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.865","Aristeo.Nuñez","10/03/2020","5.86"
"EVE-20-01","779321","147.7","149.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.425","Aristeo.Nuñez","10/03/2020","5.45"
"EVE-20-01","779322","149.2","150.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.575","Aristeo.Nuñez","10/03/2020","5.59"
"EVE-20-01","779323","150.7","152.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.835","Aristeo.Nuñez","10/03/2020","5.83"
"EVE-20-01","779324","152.2","153.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","6.125","Aristeo.Nuñez","10/03/2020","6.13"
"EVE-20-01","779326","153.7","155.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.1","Aristeo.Nuñez","10/03/2020","5.09"
"EVE-20-02","779328","0","2.25","2.25","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","2.755","Aristeo.Nuñez","11/03/2020","2.75"
"EVE-20-02","779329","2.25","3.45","1.2","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.025","Aristeo.Nuñez","11/03/2020","3.03"
"EVE-20-02","779330","3.45","4.95","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.15","Aristeo.Nuñez","11/03/2020","5.14"
"EVE-20-02","779331","4.95","6.45","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.875","Aristeo.Nuñez","11/03/2020","4.87"
"EVE-20-02","779332","6.45","7.95","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.2","Aristeo.Nuñez","11/03/2020","5.20"
"EVE-20-02","779333","7.95","9.45","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.325","Aristeo.Nuñez","11/03/2020","4.31"
"EVE-20-02","779334","9.45","10.95","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.395","Aristeo.Nuñez","11/03/2020","5.39"
"EVE-20-02","779335","10.95","12.45","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.955","Aristeo.Nuñez","11/03/2020","5.97"
"EVE-20-02","779336","12.45","13.35","0.9","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","2.99","Aristeo.Nuñez","11/03/2020","2.99"
"EVE-20-02","779338","13.35","14.25","0.9","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.42","Aristeo.Nuñez","11/03/2020","4.42"
"EVE-20-02","779339","14.25","15.75","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.87","Aristeo.Nuñez","11/03/2020","4.88"
"EVE-20-02","779340","15.75","17.25","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.29","Aristeo.Nuñez","11/03/2020","4.29"
"EVE-20-02","779341","17.25","18.75","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.89","Aristeo.Nuñez","11/03/2020","4.90"
"EVE-20-02","779342","18.75","20.25","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.48","Aristeo.Nuñez","11/03/2020","5.48"
"EVE-20-02","779343","20.25","21.75","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_QuarterSawn","2.825","Aristeo.Nuñez","11/03/2020","2.83"
"EVE-20-02","779345","21.75","23.25","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.34","Aristeo.Nuñez","11/03/2020","4.34"
"EVE-20-02","779346","23.25","24.75","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.95","Aristeo.Nuñez","11/03/2020","5.94"
"EVE-20-02","779347","24.75","26.25","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","6.82","Aristeo.Nuñez","11/03/2020","6.83"
"EVE-20-02","779349","26.25","27.75","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","6.42","Aristeo.Nuñez","11/03/2020","6.41"
"EVE-20-02","779350","27.75","29.25","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","6.07","Aristeo.Nuñez","11/03/2020","6.07"
"EVE-20-02","779351","29.25","30.75","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.795","Aristeo.Nuñez","11/03/2020","5.78"
"EVE-20-02","779352","30.75","32.25","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.355","Aristeo.Nuñez","11/03/2020","5.35"
"EVE-20-02","779353","32.25","33.75","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.665","Aristeo.Nuñez","11/03/2020","5.66"
"EVE-20-02","779354","33.75","35.25","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.545","Aristeo.Nuñez","11/03/2020","5.54"
"EVE-20-02","779355","35.25","36.75","1.5","0","","ALS","EVE2002_Batch_005","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.645","Aristeo.Nuñez","11/03/2020","5.65"
"EVE-20-02","779357","36.75","38.25","1.5","0","","ALS","EVE2002_Batch_006","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.93","Aristeo.Nuñez","11/03/2020","5.93"
"EVE-20-02","779358","38.25","39.75","1.5","0","","ALS","EVE2002_Batch_006","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.79","Aristeo.Nuñez","11/03/2020","5.78"
"EVE-20-02","779359","39.75","41.25","1.5","0","","ALS","EVE2002_Batch_006","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","6.025","Aristeo.Nuñez","11/03/2020","6.03"
"EVE-20-02","779360","41.25","42.75","1.5","0","","ALS","EVE2002_Batch_006","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.165","Aristeo.Nuñez","11/03/2020","5.16"
"EVE-20-02","779361","42.75","44.25","1.5","0","","ALS","EVE2002_Batch_006","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.745","Aristeo.Nuñez","11/03/2020","5.74"
"EVE-20-02","779362","44.25","45.75","1.5","0","","ALS","EVE2002_Batch_006","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","6.17","Aristeo.Nuñez","11/03/2020","6.17"
"EVE-20-02","779363","45.75","47.25","1.5","0","","ALS","EVE2002_Batch_006","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.295","Aristeo.Nuñez","11/03/2020","5.29"
